Store_ID,State,Demand_Score,Children_%,Working_%,Elder_%,Major_Occupation,Literacy_Rate,Product_Type,Weekly_Units_Sold,Competitors,Festival_Impact,Weather_Type,Weather_Impact,Discount_Percent,Discount_Impact,Adjusted_Weekly_Units_Sold
T027,Texas,0.7,11.94,71.17,16.89,Healthcare,96.76,Books,310,7,0.15,Sunny,0.0,10,0.15,410
T027,Texas,0.7,11.94,71.17,16.89,Healthcare,96.76,Home_Essentials,444,7,0.0,Cloudy,0.0,0,0.0,444
T027,Texas,0.7,11.94,71.17,16.89,Healthcare,96.76,Cleaning_Materials,492,7,0.0,Rain,0.0,10,0.15,566
T028,Texas,0.7,13.79,78.16,8.05,Agriculture,89.48,Toys,225,8,0.4,Snow,0.05,10,0.15,380
T028,Texas,0.7,13.79,78.16,8.05,Agriculture,89.48,Electronics,139,8,0.2,Heatwave,0.0,0,0.0,167
T028,Texas,0.7,13.79,78.16,8.05,Agriculture,89.48,Groceries,451,8,0.1,Snow,0.0,5,0.07,531
T028,Texas,0.7,13.79,78.16,8.05,Agriculture,89.48,Clothes_Warm,86,8,0.0,Cloudy,0.0,0,0.0,86
T028,Texas,0.7,13.79,78.16,8.05,Agriculture,89.48,Clothes_Cold,365,8,0.0,Sunny,0.0,0,0.0,365
T028,Texas,0.7,13.79,78.16,8.05,Agriculture,89.48,Books,225,8,0.15,Sunny,0.0,10,0.15,298
T028,Texas,0.7,13.79,78.16,8.05,Agriculture,89.48,Home_Essentials,333,8,0.0,Heatwave,0.0,10,0.15,383
T028,Texas,0.7,13.79,78.16,8.05,Agriculture,89.48,Cleaning_Materials,130,8,0.0,Sunny,0.0,0,0.0,130
T029,Texas,0.62,23.24,63.6,13.16,Agriculture,95.38,Toys,372,9,0.4,Sunny,0.0,5,0.07,557
T029,Texas,0.62,23.24,63.6,13.16,Agriculture,95.38,Electronics,105,9,0.2,Heatwave,0.0,20,0.3,164
T029,Texas,0.62,23.24,63.6,13.16,Agriculture,95.38,Groceries,89,9,0.1,Heatwave,0.0,20,0.3,127
T029,Texas,0.62,23.24,63.6,13.16,Agriculture,95.38,Clothes_Warm,403,9,0.0,Cloudy,0.0,5,0.07,431
T029,Texas,0.62,23.24,63.6,13.16,Agriculture,95.38,Clothes_Cold,89,9,0.0,Sunny,0.0,0,0.0,89
T029,Texas,0.62,23.24,63.6,13.16,Agriculture,95.38,Books,396,9,0.15,Sunny,0.0,0,0.0,455
T029,Texas,0.62,23.24,63.6,13.16,Agriculture,95.38,Home_Essentials,286,9,0.0,Cloudy,0.0,20,0.3,372
T029,Texas,0.62,23.24,63.6,13.16,Agriculture,95.38,Cleaning_Materials,338,9,0.0,Rain,0.0,0,0.0,338
T030,Texas,0.93,21.96,63.45,14.58,Education,93.82,Toys,108,7,0.4,Rain,0.0,5,0.07,162
T030,Texas,0.93,21.96,63.45,14.58,Education,93.82,Electronics,353,7,0.2,Rain,0.1,0,0.0,466
T030,Texas,0.93,21.96,63.45,14.58,Education,93.82,Groceries,218,7,0.1,Cloudy,0.0,0,0.0,240
T030,Texas,0.93,21.96,63.45,14.58,Education,93.82,Clothes_Warm,318,7,0.0,Sunny,0.0,0,0.0,318
T030,Texas,0.93,21.96,63.45,14.58,Education,93.82,Clothes_Cold,412,7,0.0,Cloudy,0.0,20,0.3,536
T030,Texas,0.93,21.96,63.45,14.58,Education,93.82,Books,94,7,0.15,Cloudy,0.0,0,0.0,108
T030,Texas,0.93,21.96,63.45,14.58,Education,93.82,Home_Essentials,394,7,0.0,Rain,0.0,5,0.07,422
T030,Texas,0.93,21.96,63.45,14.58,Education,93.82,Cleaning_Materials,230,7,0.0,Snow,0.0,0,0.0,230
T031,Texas,0.85,19.28,65.19,15.53,Agriculture,74.44,Toys,284,7,0.4,Sunny,0.0,0,0.0,398
T031,Texas,0.85,19.28,65.19,15.53,Agriculture,74.44,Electronics,94,7,0.2,Rain,0.1,0,0.0,124
T031,Texas,0.85,19.28,65.19,15.53,Agriculture,74.44,Groceries,363,7,0.1,Snow,0.0,5,0.07,427
T031,Texas,0.85,19.28,65.19,15.53,Agriculture,74.44,Clothes_Warm,298,7,0.0,Snow,0.0,0,0.0,298
T031,Texas,0.85,19.28,65.19,15.53,Agriculture,74.44,Clothes_Cold,80,7,0.0,Heatwave,0.0,0,0.0,80
T031,Texas,0.85,19.28,65.19,15.53,Agriculture,74.44,Books,72,7,0.15,Sunny,0.0,0,0.0,83
T031,Texas,0.85,19.28,65.19,15.53,Agriculture,74.44,Home_Essentials,475,7,0.0,Snow,0.0,0,0.0,475
T031,Texas,0.85,19.28,65.19,15.53,Agriculture,74.44,Cleaning_Materials,443,7,0.0,Rain,0.0,20,0.3,576
T032,Texas,0.9,13.43,69.48,17.09,Retail,70.03,Toys,307,6,0.4,Heatwave,0.02,20,0.3,570
T032,Texas,0.9,13.43,69.48,17.09,Retail,70.03,Electronics,255,6,0.2,Sunny,0.0,0,0.0,306
T032,Texas,0.9,13.43,69.48,17.09,Retail,70.03,Groceries,126,6,0.1,Cloudy,0.0,5,0.07,148
T032,Texas,0.9,13.43,69.48,17.09,Retail,70.03,Clothes_Warm,61,6,0.0,Rain,0.0,20,0.3,79
T032,Texas,0.9,13.43,69.48,17.09,Retail,70.03,Clothes_Cold,344,6,0.0,Snow,0.0,0,0.0,344
T032,Texas,0.9,13.43,69.48,17.09,Retail,70.03,Books,499,6,0.15,Snow,0.0,10,0.15,660
T032,Texas,0.9,13.43,69.48,17.09,Retail,70.03,Home_Essentials,273,6,0.0,Rain,0.0,20,0.3,355
T032,Texas,0.9,13.43,69.48,17.09,Retail,70.03,Cleaning_Materials,62,6,0.0,Snow,0.0,0,0.0,62
T033,Texas,0.83,24.72,60.96,14.32,Agriculture,77.27,Toys,237,1,0.4,Heatwave,0.02,0,0.0,338
T033,Texas,0.83,24.72,60.96,14.32,Agriculture,77.27,Electronics,497,1,0.2,Sunny,0.0,20,0.3,775
T033,Texas,0.83,24.72,60.96,14.32,Agriculture,77.27,Groceries,393,1,0.1,Heatwave,0.0,5,0.07,463
T033,Texas,0.83,24.72,60.96,14.32,Agriculture,77.27,Clothes_Warm,414,1,0.0,Snow,0.0,0,0.0,414
T033,Texas,0.83,24.72,60.96,14.32,Agriculture,77.27,Clothes_Cold,212,1,0.0,Cloudy,0.0,0,0.0,212
T033,Texas,0.83,24.72,60.96,14.32,Agriculture,77.27,Books,375,1,0.15,Sunny,0.0,0,0.0,431
T033,Texas,0.83,24.72,60.96,14.32,Agriculture,77.27,Home_Essentials,463,1,0.0,Sunny,0.0,5,0.07,495
T033,Texas,0.83,24.72,60.96,14.32,Agriculture,77.27,Cleaning_Materials,123,1,0.0,Rain,0.0,10,0.15,141
T034,Texas,0.76,22.6,65.48,11.92,Tech,75.03,Toys,86,10,0.4,Rain,0.0,20,0.3,157
T034,Texas,0.76,22.6,65.48,11.92,Tech,75.03,Electronics,327,10,0.2,Cloudy,0.0,0,0.0,392
T034,Texas,0.76,22.6,65.48,11.92,Tech,75.03,Groceries,245,10,0.1,Sunny,0.05,5,0.07,303
T034,Texas,0.76,22.6,65.48,11.92,Tech,75.03,Clothes_Warm,453,10,0.0,Cloudy,0.0,5,0.07,485
T034,Texas,0.76,22.6,65.48,11.92,Tech,75.03,Clothes_Cold,401,10,0.0,Rain,0.0,0,0.0,401
T034,Texas,0.76,22.6,65.48,11.92,Tech,75.03,Books,291,10,0.15,Rain,0.2,0,0.0,402
T034,Texas,0.76,22.6,65.48,11.92,Tech,75.03,Home_Essentials,373,10,0.0,Sunny,0.0,20,0.3,485
T034,Texas,0.76,22.6,65.48,11.92,Tech,75.03,Cleaning_Materials,268,10,0.0,Heatwave,0.0,10,0.15,308
T035,Texas,0.66,21.56,63.35,15.09,Manufacturing,83.26,Toys,71,5,0.4,Snow,0.05,0,0.0,104
T035,Texas,0.66,21.56,63.35,15.09,Manufacturing,83.26,Electronics,169,5,0.2,Rain,0.1,5,0.07,239
T035,Texas,0.66,21.56,63.35,15.09,Manufacturing,83.26,Groceries,259,5,0.1,Rain,0.1,0,0.0,313
T035,Texas,0.66,21.56,63.35,15.09,Manufacturing,83.26,Clothes_Warm,355,5,0.0,Heatwave,0.0,5,0.07,380
T035,Texas,0.66,21.56,63.35,15.09,Manufacturing,83.26,Clothes_Cold,319,5,0.0,Heatwave,0.0,5,0.07,341
T035,Texas,0.66,21.56,63.35,15.09,Manufacturing,83.26,Books,241,5,0.15,Cloudy,0.0,5,0.07,297
T035,Texas,0.66,21.56,63.35,15.09,Manufacturing,83.26,Home_Essentials,224,5,0.0,Cloudy,0.0,20,0.3,291
T035,Texas,0.66,21.56,63.35,15.09,Manufacturing,83.26,Cleaning_Materials,334,5,0.0,Snow,0.0,5,0.07,357
T036,Texas,0.77,19.71,66.34,13.94,Manufacturing,80.74,Toys,78,6,0.4,Snow,0.05,0,0.0,115
T036,Texas,0.77,19.71,66.34,13.94,Manufacturing,80.74,Electronics,444,6,0.2,Sunny,0.0,10,0.15,613
T036,Texas,0.77,19.71,66.34,13.94,Manufacturing,80.74,Groceries,82,6,0.1,Cloudy,0.0,0,0.0,90
T036,Texas,0.77,19.71,66.34,13.94,Manufacturing,80.74,Clothes_Warm,183,6,0.0,Rain,0.0,0,0.0,183
T036,Texas,0.77,19.71,66.34,13.94,Manufacturing,80.74,Clothes_Cold,416,6,0.0,Cloudy,0.0,0,0.0,416
T036,Texas,0.77,19.71,66.34,13.94,Manufacturing,80.74,Books,128,6,0.15,Rain,0.2,0,0.0,177
T036,Texas,0.77,19.71,66.34,13.94,Manufacturing,80.74,Home_Essentials,465,6,0.0,Heatwave,0.0,10,0.15,535
T036,Texas,0.77,19.71,66.34,13.94,Manufacturing,80.74,Cleaning_Materials,484,6,0.0,Cloudy,0.0,0,0.0,484
T037,Texas,0.69,10.02,80.4,9.59,Manufacturing,83.12,Toys,53,0,0.4,Heatwave,0.02,10,0.15,87
T037,Texas,0.69,10.02,80.4,9.59,Manufacturing,83.12,Electronics,148,0,0.2,Snow,0.1,5,0.07,209
T037,Texas,0.69,10.02,80.4,9.59,Manufacturing,83.12,Groceries,446,0,0.1,Snow,0.0,0,0.0,491
T037,Texas,0.69,10.02,80.4,9.59,Manufacturing,83.12,Clothes_Warm,88,0,0.0,Sunny,0.0,10,0.15,101
T037,Texas,0.69,10.02,80.4,9.59,Manufacturing,83.12,Clothes_Cold,320,0,0.0,Cloudy,0.0,0,0.0,320
T037,Texas,0.69,10.02,80.4,9.59,Manufacturing,83.12,Books,424,0,0.15,Heatwave,0.0,0,0.0,488
T037,Texas,0.69,10.02,80.4,9.59,Manufacturing,83.12,Home_Essentials,334,0,0.0,Rain,0.0,5,0.07,357
T037,Texas,0.69,10.02,80.4,9.59,Manufacturing,83.12,Cleaning_Materials,206,0,0.0,Snow,0.0,0,0.0,206
T038,Texas,0.71,22.6,61.67,15.73,Healthcare,76.44,Toys,76,10,0.4,Snow,0.05,0,0.0,112
T038,Texas,0.71,22.6,61.67,15.73,Healthcare,76.44,Electronics,244,10,0.2,Rain,0.1,5,0.07,345
T038,Texas,0.71,22.6,61.67,15.73,Healthcare,76.44,Groceries,386,10,0.1,Heatwave,0.0,5,0.07,454
T038,Texas,0.71,22.6,61.67,15.73,Healthcare,76.44,Clothes_Warm,431,10,0.0,Heatwave,0.0,0,0.0,431
T038,Texas,0.71,22.6,61.67,15.73,Healthcare,76.44,Clothes_Cold,285,10,0.0,Cloudy,0.0,20,0.3,370
T038,Texas,0.71,22.6,61.67,15.73,Healthcare,76.44,Books,489,10,0.15,Cloudy,0.0,5,0.07,602
T038,Texas,0.71,22.6,61.67,15.73,Healthcare,76.44,Home_Essentials,141,10,0.0,Sunny,0.0,10,0.15,162
T038,Texas,0.71,22.6,61.67,15.73,Healthcare,76.44,Cleaning_Materials,70,10,0.0,Snow,0.0,0,0.0,70
T039,Texas,0.94,22.86,59.49,17.65,Healthcare,91.28,Toys,436,1,0.4,Cloudy,0.0,5,0.07,653
T039,Texas,0.94,22.86,59.49,17.65,Healthcare,91.28,Electronics,306,1,0.2,Heatwave,0.0,10,0.15,422
T039,Texas,0.94,22.86,59.49,17.65,Healthcare,91.28,Groceries,107,1,0.1,Rain,0.1,5,0.07,139
T039,Texas,0.94,22.86,59.49,17.65,Healthcare,91.28,Clothes_Warm,429,1,0.0,Heatwave,0.0,10,0.15,493
T039,Texas,0.94,22.86,59.49,17.65,Healthcare,91.28,Clothes_Cold,471,1,0.0,Snow,0.0,0,0.0,471
T039,Texas,0.94,22.86,59.49,17.65,Healthcare,91.28,Books,64,1,0.15,Heatwave,0.0,0,0.0,74
T039,Texas,0.94,22.86,59.49,17.65,Healthcare,91.28,Home_Essentials,211,1,0.0,Sunny,0.0,0,0.0,211
T039,Texas,0.94,22.86,59.49,17.65,Healthcare,91.28,Cleaning_Materials,494,1,0.0,Snow,0.0,0,0.0,494
T040,Texas,0.67,23.02,61.83,15.15,Tech,85.76,Toys,257,6,0.4,Rain,0.0,10,0.15,414
T040,Texas,0.67,23.02,61.83,15.15,Tech,85.76,Electronics,76,6,0.2,Sunny,0.0,0,0.0,91
T040,Texas,0.67,23.02,61.83,15.15,Tech,85.76,Groceries,121,6,0.1,Snow,0.0,20,0.3,173
T040,Texas,0.67,23.02,61.83,15.15,Tech,85.76,Clothes_Warm,109,6,0.0,Rain,0.0,20,0.3,142
T040,Texas,0.67,23.02,61.83,15.15,Tech,85.76,Clothes_Cold,479,6,0.0,Sunny,0.0,0,0.0,479
T040,Texas,0.67,23.02,61.83,15.15,Tech,85.76,Books,194,6,0.15,Sunny,0.0,0,0.0,223
T040,Texas,0.67,23.02,61.83,15.15,Tech,85.76,Home_Essentials,142,6,0.0,Snow,0.0,10,0.15,163
T040,Texas,0.67,23.02,61.83,15.15,Tech,85.76,Cleaning_Materials,358,6,0.0,Cloudy,0.0,20,0.3,465
T041,Texas,0.66,16.81,69.89,13.3,Healthcare,70.5,Toys,398,5,0.4,Sunny,0.0,0,0.0,557
T041,Texas,0.66,16.81,69.89,13.3,Healthcare,70.5,Electronics,497,5,0.2,Sunny,0.0,0,0.0,596
T041,Texas,0.66,16.81,69.89,13.3,Healthcare,70.5,Groceries,477,5,0.1,Rain,0.1,5,0.07,618
T041,Texas,0.66,16.81,69.89,13.3,Healthcare,70.5,Clothes_Warm,230,5,0.0,Heatwave,0.0,5,0.07,246
T041,Texas,0.66,16.81,69.89,13.3,Healthcare,70.5,Clothes_Cold,73,5,0.0,Snow,0.0,0,0.0,73
T041,Texas,0.66,16.81,69.89,13.3,Healthcare,70.5,Books,365,5,0.15,Snow,0.0,10,0.15,483
T041,Texas,0.66,16.81,69.89,13.3,Healthcare,70.5,Home_Essentials,427,5,0.0,Cloudy,0.0,0,0.0,427
T041,Texas,0.66,16.81,69.89,13.3,Healthcare,70.5,Cleaning_Materials,436,5,0.0,Cloudy,0.0,0,0.0,436
T042,Texas,0.67,16.93,75.06,8.01,Retail,86.75,Toys,431,1,0.4,Snow,0.05,0,0.0,634
T042,Texas,0.67,16.93,75.06,8.01,Retail,86.75,Electronics,285,1,0.2,Cloudy,0.0,0,0.0,342
T042,Texas,0.67,16.93,75.06,8.01,Retail,86.75,Groceries,389,1,0.1,Rain,0.1,0,0.0,471
T042,Texas,0.67,16.93,75.06,8.01,Retail,86.75,Clothes_Warm,277,1,0.0,Snow,0.0,0,0.0,277
T042,Texas,0.67,16.93,75.06,8.01,Retail,86.75,Clothes_Cold,58,1,0.0,Cloudy,0.0,0,0.0,58
T042,Texas,0.67,16.93,75.06,8.01,Retail,86.75,Books,215,1,0.15,Snow,0.0,0,0.0,247
T042,Texas,0.67,16.93,75.06,8.01,Retail,86.75,Home_Essentials,481,1,0.0,Heatwave,0.0,0,0.0,481
T042,Texas,0.67,16.93,75.06,8.01,Retail,86.75,Cleaning_Materials,493,1,0.0,Sunny,0.0,20,0.3,641
T043,Texas,0.62,18.73,70.58,10.69,Agriculture,92.33,Toys,444,3,0.4,Snow,0.05,0,0.0,653
T043,Texas,0.62,18.73,70.58,10.69,Agriculture,92.33,Electronics,113,3,0.2,Sunny,0.0,0,0.0,136
T043,Texas,0.62,18.73,70.58,10.69,Agriculture,92.33,Groceries,254,3,0.1,Cloudy,0.0,5,0.07,299
T043,Texas,0.62,18.73,70.58,10.69,Agriculture,92.33,Clothes_Warm,258,3,0.0,Sunny,0.0,20,0.3,335
T043,Texas,0.62,18.73,70.58,10.69,Agriculture,92.33,Clothes_Cold,121,3,0.0,Snow,0.0,0,0.0,121
T043,Texas,0.62,18.73,70.58,10.69,Agriculture,92.33,Books,326,3,0.15,Heatwave,0.0,5,0.07,401
T043,Texas,0.62,18.73,70.58,10.69,Agriculture,92.33,Home_Essentials,323,3,0.0,Cloudy,0.0,10,0.15,371
T043,Texas,0.62,18.73,70.58,10.69,Agriculture,92.33,Cleaning_Materials,369,3,0.0,Snow,0.0,5,0.07,395
T044,Texas,0.75,24.62,60.16,15.22,Agriculture,88.4,Toys,266,8,0.4,Cloudy,0.0,0,0.0,372
T044,Texas,0.75,24.62,60.16,15.22,Agriculture,88.4,Electronics,338,8,0.2,Rain,0.1,5,0.07,477
T044,Texas,0.75,24.62,60.16,15.22,Agriculture,88.4,Groceries,151,8,0.1,Sunny,0.05,0,0.0,174
T044,Texas,0.75,24.62,60.16,15.22,Agriculture,88.4,Clothes_Warm,474,8,0.0,Rain,0.0,5,0.07,507
T044,Texas,0.75,24.62,60.16,15.22,Agriculture,88.4,Clothes_Cold,441,8,0.0,Snow,0.0,10,0.15,507
T044,Texas,0.75,24.62,60.16,15.22,Agriculture,88.4,Books,316,8,0.15,Heatwave,0.0,0,0.0,363
T044,Texas,0.75,24.62,60.16,15.22,Agriculture,88.4,Home_Essentials,263,8,0.0,Cloudy,0.0,10,0.15,302
T044,Texas,0.75,24.62,60.16,15.22,Agriculture,88.4,Cleaning_Materials,228,8,0.0,Sunny,0.0,0,0.0,228
T045,Texas,0.64,13.63,68.5,17.87,Manufacturing,73.99,Toys,129,2,0.4,Cloudy,0.0,10,0.15,208
T045,Texas,0.64,13.63,68.5,17.87,Manufacturing,73.99,Electronics,359,2,0.2,Snow,0.1,0,0.0,474
T045,Texas,0.64,13.63,68.5,17.87,Manufacturing,73.99,Groceries,135,2,0.1,Cloudy,0.0,0,0.0,148
T045,Texas,0.64,13.63,68.5,17.87,Manufacturing,73.99,Clothes_Warm,141,2,0.0,Sunny,0.0,0,0.0,141
T045,Texas,0.64,13.63,68.5,17.87,Manufacturing,73.99,Clothes_Cold,197,2,0.0,Snow,0.0,20,0.3,256
T045,Texas,0.64,13.63,68.5,17.87,Manufacturing,73.99,Books,210,2,0.15,Cloudy,0.0,0,0.0,241
T045,Texas,0.64,13.63,68.5,17.87,Manufacturing,73.99,Home_Essentials,251,2,0.0,Heatwave,0.0,0,0.0,251
T045,Texas,0.64,13.63,68.5,17.87,Manufacturing,73.99,Cleaning_Materials,473,2,0.0,Snow,0.0,0,0.0,473
T046,Texas,0.6,14.9,71.93,13.18,Manufacturing,72.46,Toys,463,2,0.4,Snow,0.05,5,0.07,728
T046,Texas,0.6,14.9,71.93,13.18,Manufacturing,72.46,Electronics,466,2,0.2,Heatwave,0.0,5,0.07,598
T046,Texas,0.6,14.9,71.93,13.18,Manufacturing,72.46,Groceries,126,2,0.1,Rain,0.1,0,0.0,152
T046,Texas,0.6,14.9,71.93,13.18,Manufacturing,72.46,Clothes_Warm,165,2,0.0,Sunny,0.0,0,0.0,165
T046,Texas,0.6,14.9,71.93,13.18,Manufacturing,72.46,Clothes_Cold,203,2,0.0,Rain,0.0,0,0.0,203
T046,Texas,0.6,14.9,71.93,13.18,Manufacturing,72.46,Books,455,2,0.15,Cloudy,0.0,0,0.0,523
T046,Texas,0.6,14.9,71.93,13.18,Manufacturing,72.46,Home_Essentials,152,2,0.0,Heatwave,0.0,0,0.0,152
T046,Texas,0.6,14.9,71.93,13.18,Manufacturing,72.46,Cleaning_Materials,243,2,0.0,Rain,0.0,10,0.15,279
T047,Texas,0.96,13.01,72.06,14.93,Mining,93.0,Toys,155,7,0.4,Snow,0.05,0,0.0,228
T047,Texas,0.96,13.01,72.06,14.93,Mining,93.0,Electronics,424,7,0.2,Cloudy,0.0,0,0.0,509
T047,Texas,0.96,13.01,72.06,14.93,Mining,93.0,Groceries,477,7,0.1,Cloudy,0.0,0,0.0,525
T047,Texas,0.96,13.01,72.06,14.93,Mining,93.0,Clothes_Warm,354,7,0.0,Rain,0.0,20,0.3,460
T047,Texas,0.96,13.01,72.06,14.93,Mining,93.0,Clothes_Cold,409,7,0.0,Rain,0.0,20,0.3,532
T047,Texas,0.96,13.01,72.06,14.93,Mining,93.0,Books,366,7,0.15,Heatwave,0.0,10,0.15,484
T047,Texas,0.96,13.01,72.06,14.93,Mining,93.0,Home_Essentials,172,7,0.0,Sunny,0.0,0,0.0,172
T047,Texas,0.96,13.01,72.06,14.93,Mining,93.0,Cleaning_Materials,439,7,0.0,Rain,0.0,0,0.0,439
T048,Texas,0.82,19.25,66.62,14.13,Agriculture,78.37,Toys,253,1,0.4,Rain,0.0,0,0.0,354
T048,Texas,0.82,19.25,66.62,14.13,Agriculture,78.37,Electronics,313,1,0.2,Snow,0.1,0,0.0,413
T048,Texas,0.82,19.25,66.62,14.13,Agriculture,78.37,Groceries,377,1,0.1,Cloudy,0.0,5,0.07,444
T048,Texas,0.82,19.25,66.62,14.13,Agriculture,78.37,Clothes_Warm,227,1,0.0,Sunny,0.0,10,0.15,261
T048,Texas,0.82,19.25,66.62,14.13,Agriculture,78.37,Clothes_Cold,397,1,0.0,Snow,0.0,10,0.15,457
T048,Texas,0.82,19.25,66.62,14.13,Agriculture,78.37,Books,367,1,0.15,Heatwave,0.0,10,0.15,485
T048,Texas,0.82,19.25,66.62,14.13,Agriculture,78.37,Home_Essentials,133,1,0.0,Heatwave,0.0,0,0.0,133
T048,Texas,0.82,19.25,66.62,14.13,Agriculture,78.37,Cleaning_Materials,367,1,0.0,Rain,0.0,5,0.07,393
T049,Texas,0.83,17.27,68.13,14.61,Manufacturing,85.48,Toys,439,8,0.4,Rain,0.0,0,0.0,615
T049,Texas,0.83,17.27,68.13,14.61,Manufacturing,85.48,Electronics,363,8,0.2,Heatwave,0.0,0,0.0,436
T049,Texas,0.83,17.27,68.13,14.61,Manufacturing,85.48,Groceries,71,8,0.1,Rain,0.1,10,0.15,99
T049,Texas,0.83,17.27,68.13,14.61,Manufacturing,85.48,Clothes_Warm,459,8,0.0,Sunny,0.0,0,0.0,459
T049,Texas,0.83,17.27,68.13,14.61,Manufacturing,85.48,Clothes_Cold,432,8,0.0,Rain,0.0,0,0.0,432
T049,Texas,0.83,17.27,68.13,14.61,Manufacturing,85.48,Books,52,8,0.15,Cloudy,0.0,0,0.0,60
T049,Texas,0.83,17.27,68.13,14.61,Manufacturing,85.48,Home_Essentials,176,8,0.0,Rain,0.0,5,0.07,188
T049,Texas,0.83,17.27,68.13,14.61,Manufacturing,85.48,Cleaning_Materials,346,8,0.0,Snow,0.0,10,0.15,398
T050,Texas,0.66,16.58,68.17,15.25,Tech,86.61,Toys,61,0,0.4,Sunny,0.0,0,0.0,85
T050,Texas,0.66,16.58,68.17,15.25,Tech,86.61,Electronics,446,0,0.2,Snow,0.1,10,0.15,677
T050,Texas,0.66,16.58,68.17,15.25,Tech,86.61,Groceries,74,0,0.1,Snow,0.0,0,0.0,81
T050,Texas,0.66,16.58,68.17,15.25,Tech,86.61,Clothes_Warm,350,0,0.0,Cloudy,0.0,0,0.0,350
T050,Texas,0.66,16.58,68.17,15.25,Tech,86.61,Clothes_Cold,292,0,0.0,Sunny,0.0,10,0.15,336
T050,Texas,0.66,16.58,68.17,15.25,Tech,86.61,Books,171,0,0.15,Sunny,0.0,5,0.07,210
T050,Texas,0.66,16.58,68.17,15.25,Tech,86.61,Home_Essentials,196,0,0.0,Sunny,0.0,20,0.3,255
T050,Texas,0.66,16.58,68.17,15.25,Tech,86.61,Cleaning_Materials,104,0,0.0,Sunny,0.0,0,0.0,104
T051,Texas,0.77,21.16,62.12,16.72,Healthcare,82.14,Toys,337,8,0.4,Sunny,0.0,5,0.07,505
T051,Texas,0.77,21.16,62.12,16.72,Healthcare,82.14,Electronics,356,8,0.2,Cloudy,0.0,5,0.07,457
T051,Texas,0.77,21.16,62.12,16.72,Healthcare,82.14,Groceries,349,8,0.1,Rain,0.1,20,0.3,549
T051,Texas,0.77,21.16,62.12,16.72,Healthcare,82.14,Clothes_Warm,131,8,0.0,Snow,0.0,0,0.0,131
T051,Texas,0.77,21.16,62.12,16.72,Healthcare,82.14,Clothes_Cold,451,8,0.0,Sunny,0.0,10,0.15,519
T051,Texas,0.77,21.16,62.12,16.72,Healthcare,82.14,Books,260,8,0.15,Rain,0.2,5,0.07,384
T051,Texas,0.77,21.16,62.12,16.72,Healthcare,82.14,Home_Essentials,199,8,0.0,Rain,0.0,0,0.0,199
T051,Texas,0.77,21.16,62.12,16.72,Healthcare,82.14,Cleaning_Materials,86,8,0.0,Snow,0.0,0,0.0,86
T052,Texas,0.97,24.62,60.87,14.5,Retail,75.59,Toys,84,0,0.4,Cloudy,0.0,0,0.0,118
T052,Texas,0.97,24.62,60.87,14.5,Retail,75.59,Electronics,494,0,0.2,Heatwave,0.0,5,0.07,634
T052,Texas,0.97,24.62,60.87,14.5,Retail,75.59,Groceries,142,0,0.1,Heatwave,0.0,10,0.15,180
T052,Texas,0.97,24.62,60.87,14.5,Retail,75.59,Clothes_Warm,487,0,0.0,Rain,0.0,5,0.07,521
T052,Texas,0.97,24.62,60.87,14.5,Retail,75.59,Clothes_Cold,496,0,0.0,Snow,0.0,5,0.07,531
T052,Texas,0.97,24.62,60.87,14.5,Retail,75.59,Books,256,0,0.15,Heatwave,0.0,5,0.07,315
T052,Texas,0.97,24.62,60.87,14.5,Retail,75.59,Home_Essentials,402,0,0.0,Rain,0.0,0,0.0,402
T052,Texas,0.97,24.62,60.87,14.5,Retail,75.59,Cleaning_Materials,440,0,0.0,Cloudy,0.0,0,0.0,440
T053,Texas,0.77,23.02,61.7,15.27,Tech,90.8,Toys,453,3,0.4,Heatwave,0.02,0,0.0,647
T053,Texas,0.77,23.02,61.7,15.27,Tech,90.8,Electronics,342,3,0.2,Rain,0.1,0,0.0,451
T053,Texas,0.77,23.02,61.7,15.27,Tech,90.8,Groceries,53,3,0.1,Rain,0.1,0,0.0,64
T053,Texas,0.77,23.02,61.7,15.27,Tech,90.8,Clothes_Warm,269,3,0.0,Sunny,0.0,5,0.07,288
T053,Texas,0.77,23.02,61.7,15.27,Tech,90.8,Clothes_Cold,413,3,0.0,Cloudy,0.0,0,0.0,413
T053,Texas,0.77,23.02,61.7,15.27,Tech,90.8,Books,431,3,0.15,Sunny,0.0,0,0.0,496
T053,Texas,0.77,23.02,61.7,15.27,Tech,90.8,Home_Essentials,69,3,0.0,Snow,0.0,0,0.0,69
T053,Texas,0.77,23.02,61.7,15.27,Tech,90.8,Cleaning_Materials,493,3,0.0,Sunny,0.0,0,0.0,493
T054,Texas,0.61,23.01,63.21,13.79,Agriculture,82.28,Toys,166,6,0.4,Sunny,0.0,20,0.3,302
T054,Texas,0.61,23.01,63.21,13.79,Agriculture,82.28,Electronics,403,6,0.2,Heatwave,0.0,10,0.15,556
T054,Texas,0.61,23.01,63.21,13.79,Agriculture,82.28,Groceries,277,6,0.1,Rain,0.1,10,0.15,385
T054,Texas,0.61,23.01,63.21,13.79,Agriculture,82.28,Clothes_Warm,115,6,0.0,Cloudy,0.0,0,0.0,115
T054,Texas,0.61,23.01,63.21,13.79,Agriculture,82.28,Clothes_Cold,384,6,0.0,Sunny,0.0,10,0.15,442
