id,item_name,dept_name,cat_name,state_id,d,units_sold,date,event_name_1,event_type_1,avg_temp,rain_mm,snow_flag,state,income_low,income_mid,income_high,prefers_value,prefers_premium,bulk_buy,seasonal_spike,state_abbr,store_name
Meat and Produce - 121 @ TX Store 3,Meat and Produce - 121,Meat and Produce,Food Items,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 3
Toys & Games - 048 @ TX Store 1,Toys & Games - 048,Toys & Games,Leisure & Lifestyle,TX,d_1860,2,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Cleaning Supplies - 278 @ TX Store 2,Cleaning Supplies - 278,Cleaning Supplies,Home Essentials,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 2
Cleaning Supplies - 451 @ TX Store 2,Cleaning Supplies - 451,Cleaning Supplies,Home Essentials,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 2
Meat and Produce - 721 @ TX Store 3,Meat and Produce - 721,Meat and Produce,Food Items,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 3
Cleaning Supplies - 311 @ TX Store 3,Cleaning Supplies - 311,Cleaning Supplies,Home Essentials,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 3
Kitchen & Dining - 274 @ TX Store 1,Kitchen & Dining - 274,Kitchen & Dining,Home Essentials,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Cleaning Supplies - 201 @ TX Store 3,Cleaning Supplies - 201,Cleaning Supplies,Home Essentials,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 3
Books & Crafts - 034 @ TX Store 2,Books & Crafts - 034,Books & Crafts,Leisure & Lifestyle,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 2
Meat and Produce - 247 @ TX Store 2,Meat and Produce - 247,Meat and Produce,Food Items,TX,d_1860,2,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 2
Meat and Produce - 741 @ TX Store 3,Meat and Produce - 741,Meat and Produce,Food Items,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 3
Kitchen & Dining - 348 @ TX Store 3,Kitchen & Dining - 348,Kitchen & Dining,Home Essentials,TX,d_1860,1,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 3
Cleaning Supplies - 308 @ TX Store 1,Cleaning Supplies - 308,Cleaning Supplies,Home Essentials,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Kitchen & Dining - 474 @ TX Store 1,Kitchen & Dining - 474,Kitchen & Dining,Home Essentials,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Snacks and Dry Foods - 384 @ TX Store 2,Snacks and Dry Foods - 384,Snacks and Dry Foods,Food Items,TX,d_1860,2,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 2
Toys & Games - 122 @ TX Store 3,Toys & Games - 122,Toys & Games,Leisure & Lifestyle,TX,d_1860,1,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 3
Cleaning Supplies - 312 @ TX Store 3,Cleaning Supplies - 312,Cleaning Supplies,Home Essentials,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 3
Cleaning Supplies - 003 @ TX Store 1,Cleaning Supplies - 003,Cleaning Supplies,Home Essentials,TX,d_1860,1,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Snacks and Dry Foods - 095 @ TX Store 1,Snacks and Dry Foods - 095,Snacks and Dry Foods,Food Items,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Toys & Games - 275 @ TX Store 1,Toys & Games - 275,Toys & Games,Leisure & Lifestyle,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Cleaning Supplies - 501 @ TX Store 1,Cleaning Supplies - 501,Cleaning Supplies,Home Essentials,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Meat and Produce - 574 @ TX Store 2,Meat and Produce - 574,Meat and Produce,Food Items,TX,d_1860,4,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 2
Cleaning Supplies - 383 @ TX Store 3,Cleaning Supplies - 383,Cleaning Supplies,Home Essentials,TX,d_1860,1,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 3
Cleaning Supplies - 429 @ TX Store 3,Cleaning Supplies - 429,Cleaning Supplies,Home Essentials,TX,d_1860,6,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 3
Meat and Produce - 330 @ TX Store 1,Meat and Produce - 330,Meat and Produce,Food Items,TX,d_1860,1,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Kitchen & Dining - 202 @ TX Store 1,Kitchen & Dining - 202,Kitchen & Dining,Home Essentials,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Kitchen & Dining - 393 @ TX Store 3,Kitchen & Dining - 393,Kitchen & Dining,Home Essentials,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 3
Beverages and Dairy - 074 @ TX Store 1,Beverages and Dairy - 074,Beverages and Dairy,Food Items,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Meat and Produce - 385 @ TX Store 1,Meat and Produce - 385,Meat and Produce,Food Items,TX,d_1860,1,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Kitchen & Dining - 238 @ TX Store 2,Kitchen & Dining - 238,Kitchen & Dining,Home Essentials,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 2
Cleaning Supplies - 333 @ TX Store 3,Cleaning Supplies - 333,Cleaning Supplies,Home Essentials,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 3
Snacks and Dry Foods - 393 @ TX Store 3,Snacks and Dry Foods - 393,Snacks and Dry Foods,Food Items,TX,d_1860,1,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 3
Books & Crafts - 129 @ TX Store 2,Books & Crafts - 129,Books & Crafts,Leisure & Lifestyle,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 2
Snacks and Dry Foods - 079 @ TX Store 2,Snacks and Dry Foods - 079,Snacks and Dry Foods,Food Items,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 2
Meat and Produce - 499 @ TX Store 3,Meat and Produce - 499,Meat and Produce,Food Items,TX,d_1860,8,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 3
Meat and Produce - 593 @ TX Store 2,Meat and Produce - 593,Meat and Produce,Food Items,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 2
Snacks and Dry Foods - 343 @ TX Store 3,Snacks and Dry Foods - 343,Snacks and Dry Foods,Food Items,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 3
Kitchen & Dining - 336 @ TX Store 2,Kitchen & Dining - 336,Kitchen & Dining,Home Essentials,TX,d_1860,1,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 2
Meat and Produce - 134 @ TX Store 1,Meat and Produce - 134,Meat and Produce,Food Items,TX,d_1860,3,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Toys & Games - 063 @ TX Store 3,Toys & Games - 063,Toys & Games,Leisure & Lifestyle,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 3
Meat and Produce - 132 @ TX Store 3,Meat and Produce - 132,Meat and Produce,Food Items,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 3
Cleaning Supplies - 321 @ TX Store 1,Cleaning Supplies - 321,Cleaning Supplies,Home Essentials,TX,d_1860,2,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Cleaning Supplies - 075 @ TX Store 1,Cleaning Supplies - 075,Cleaning Supplies,Home Essentials,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Toys & Games - 144 @ TX Store 3,Toys & Games - 144,Toys & Games,Leisure & Lifestyle,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 3
Kitchen & Dining - 219 @ TX Store 1,Kitchen & Dining - 219,Kitchen & Dining,Home Essentials,TX,d_1860,1,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Books & Crafts - 144 @ TX Store 3,Books & Crafts - 144,Books & Crafts,Leisure & Lifestyle,TX,d_1860,2,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 3
Meat and Produce - 097 @ TX Store 1,Meat and Produce - 097,Meat and Produce,Food Items,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 1
Books & Crafts - 064 @ TX Store 3,Books & Crafts - 064,Books & Crafts,Leisure & Lifestyle,TX,d_1860,0,2016-03-02,,,22.2,1.82,0.0,Texas,0,1,0,1,0,1,0,TX,TX Store 3
Snacks and Dry Foods - 136 @ WI Store 1,Snacks and Dry Foods - 136,Snacks and Dry Foods,Food Items,WI,d_1860,5,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 1
Cleaning Supplies - 364 @ WI Store 3,Cleaning Supplies - 364,Cleaning Supplies,Home Essentials,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 3
Cleaning Supplies - 151 @ WI Store 1,Cleaning Supplies - 151,Cleaning Supplies,Home Essentials,WI,d_1860,5,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 1
Toys & Games - 403 @ WI Store 2,Toys & Games - 403,Toys & Games,Leisure & Lifestyle,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Cleaning Supplies - 435 @ WI Store 3,Cleaning Supplies - 435,Cleaning Supplies,Home Essentials,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 3
Books & Crafts - 110 @ WI Store 2,Books & Crafts - 110,Books & Crafts,Leisure & Lifestyle,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Meat and Produce - 025 @ WI Store 3,Meat and Produce - 025,Meat and Produce,Food Items,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 3
Beverages and Dairy - 079 @ WI Store 2,Beverages and Dairy - 079,Beverages and Dairy,Food Items,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Kitchen & Dining - 094 @ WI Store 2,Kitchen & Dining - 094,Kitchen & Dining,Home Essentials,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Meat and Produce - 140 @ WI Store 3,Meat and Produce - 140,Meat and Produce,Food Items,WI,d_1860,6,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 3
Kitchen & Dining - 366 @ WI Store 2,Kitchen & Dining - 366,Kitchen & Dining,Home Essentials,WI,d_1860,1,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Cleaning Supplies - 107 @ WI Store 1,Cleaning Supplies - 107,Cleaning Supplies,Home Essentials,WI,d_1860,2,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 1
Beverages and Dairy - 130 @ WI Store 1,Beverages and Dairy - 130,Beverages and Dairy,Food Items,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 1
Meat and Produce - 090 @ WI Store 2,Meat and Produce - 090,Meat and Produce,Food Items,WI,d_1860,31,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Cleaning Supplies - 183 @ WI Store 1,Cleaning Supplies - 183,Cleaning Supplies,Home Essentials,WI,d_1860,1,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 1
Meat and Produce - 712 @ WI Store 1,Meat and Produce - 712,Meat and Produce,Food Items,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 1
Cleaning Supplies - 269 @ WI Store 1,Cleaning Supplies - 269,Cleaning Supplies,Home Essentials,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 1
Toys & Games - 097 @ WI Store 1,Toys & Games - 097,Toys & Games,Leisure & Lifestyle,WI,d_1860,1,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 1
Meat and Produce - 594 @ WI Store 1,Meat and Produce - 594,Meat and Produce,Food Items,WI,d_1860,9,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 1
Meat and Produce - 289 @ WI Store 1,Meat and Produce - 289,Meat and Produce,Food Items,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 1
Snacks and Dry Foods - 182 @ WI Store 3,Snacks and Dry Foods - 182,Snacks and Dry Foods,Food Items,WI,d_1860,2,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 3
Snacks and Dry Foods - 044 @ WI Store 2,Snacks and Dry Foods - 044,Snacks and Dry Foods,Food Items,WI,d_1860,9,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Meat and Produce - 247 @ WI Store 3,Meat and Produce - 247,Meat and Produce,Food Items,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 3
Meat and Produce - 136 @ WI Store 3,Meat and Produce - 136,Meat and Produce,Food Items,WI,d_1860,5,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 3
Snacks and Dry Foods - 389 @ WI Store 1,Snacks and Dry Foods - 389,Snacks and Dry Foods,Food Items,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 1
Toys & Games - 424 @ WI Store 2,Toys & Games - 424,Toys & Games,Leisure & Lifestyle,WI,d_1860,1,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Snacks and Dry Foods - 121 @ WI Store 2,Snacks and Dry Foods - 121,Snacks and Dry Foods,Food Items,WI,d_1860,2,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Snacks and Dry Foods - 387 @ WI Store 2,Snacks and Dry Foods - 387,Snacks and Dry Foods,Food Items,WI,d_1860,2,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Meat and Produce - 101 @ WI Store 3,Meat and Produce - 101,Meat and Produce,Food Items,WI,d_1860,9,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 3
Kitchen & Dining - 218 @ WI Store 2,Kitchen & Dining - 218,Kitchen & Dining,Home Essentials,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Meat and Produce - 034 @ WI Store 2,Meat and Produce - 034,Meat and Produce,Food Items,WI,d_1860,1,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Beverages and Dairy - 160 @ WI Store 2,Beverages and Dairy - 160,Beverages and Dairy,Food Items,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Kitchen & Dining - 107 @ WI Store 2,Kitchen & Dining - 107,Kitchen & Dining,Home Essentials,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Beverages and Dairy - 132 @ WI Store 1,Beverages and Dairy - 132,Beverages and Dairy,Food Items,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 1
Kitchen & Dining - 440 @ WI Store 2,Kitchen & Dining - 440,Kitchen & Dining,Home Essentials,WI,d_1860,2,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Cleaning Supplies - 229 @ WI Store 1,Cleaning Supplies - 229,Cleaning Supplies,Home Essentials,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 1
Books & Crafts - 071 @ WI Store 2,Books & Crafts - 071,Books & Crafts,Leisure & Lifestyle,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Meat and Produce - 700 @ WI Store 3,Meat and Produce - 700,Meat and Produce,Food Items,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 3
Toys & Games - 387 @ WI Store 3,Toys & Games - 387,Toys & Games,Leisure & Lifestyle,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 3
Kitchen & Dining - 430 @ WI Store 2,Kitchen & Dining - 430,Kitchen & Dining,Home Essentials,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Meat and Produce - 406 @ WI Store 2,Meat and Produce - 406,Meat and Produce,Food Items,WI,d_1860,7,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Books & Crafts - 043 @ WI Store 3,Books & Crafts - 043,Books & Crafts,Leisure & Lifestyle,WI,d_1860,1,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 3
Beverages and Dairy - 188 @ WI Store 2,Beverages and Dairy - 188,Beverages and Dairy,Food Items,WI,d_1860,1,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Meat and Produce - 673 @ WI Store 3,Meat and Produce - 673,Meat and Produce,Food Items,WI,d_1860,1,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 3
Books & Crafts - 103 @ WI Store 1,Books & Crafts - 103,Books & Crafts,Leisure & Lifestyle,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 1
Meat and Produce - 086 @ WI Store 2,Meat and Produce - 086,Meat and Produce,Food Items,WI,d_1860,8,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Toys & Games - 240 @ WI Store 3,Toys & Games - 240,Toys & Games,Leisure & Lifestyle,WI,d_1860,6,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 3
Snacks and Dry Foods - 336 @ WI Store 2,Snacks and Dry Foods - 336,Snacks and Dry Foods,Food Items,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Cleaning Supplies - 303 @ WI Store 2,Cleaning Supplies - 303,Cleaning Supplies,Home Essentials,WI,d_1860,10,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Beverages and Dairy - 070 @ WI Store 3,Beverages and Dairy - 070,Beverages and Dairy,Food Items,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 3
Meat and Produce - 376 @ WI Store 3,Meat and Produce - 376,Meat and Produce,Food Items,WI,d_1860,16,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 3
Snacks and Dry Foods - 115 @ WI Store 1,Snacks and Dry Foods - 115,Snacks and Dry Foods,Food Items,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 1
Meat and Produce - 121 @ WI Store 3,Meat and Produce - 121,Meat and Produce,Food Items,WI,d_1860,2,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 3
Toys & Games - 048 @ WI Store 1,Toys & Games - 048,Toys & Games,Leisure & Lifestyle,WI,d_1860,13,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 1
Cleaning Supplies - 278 @ WI Store 2,Cleaning Supplies - 278,Cleaning Supplies,Home Essentials,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Cleaning Supplies - 451 @ WI Store 2,Cleaning Supplies - 451,Cleaning Supplies,Home Essentials,WI,d_1860,1,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Meat and Produce - 721 @ WI Store 3,Meat and Produce - 721,Meat and Produce,Food Items,WI,d_1860,4,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 3
Cleaning Supplies - 311 @ WI Store 3,Cleaning Supplies - 311,Cleaning Supplies,Home Essentials,WI,d_1860,1,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 3
Kitchen & Dining - 274 @ WI Store 1,Kitchen & Dining - 274,Kitchen & Dining,Home Essentials,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 1
Cleaning Supplies - 201 @ WI Store 3,Cleaning Supplies - 201,Cleaning Supplies,Home Essentials,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 3
Books & Crafts - 034 @ WI Store 2,Books & Crafts - 034,Books & Crafts,Leisure & Lifestyle,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Meat and Produce - 247 @ WI Store 2,Meat and Produce - 247,Meat and Produce,Food Items,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Meat and Produce - 741 @ WI Store 3,Meat and Produce - 741,Meat and Produce,Food Items,WI,d_1860,2,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 3
Kitchen & Dining - 348 @ WI Store 3,Kitchen & Dining - 348,Kitchen & Dining,Home Essentials,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 3
Cleaning Supplies - 308 @ WI Store 1,Cleaning Supplies - 308,Cleaning Supplies,Home Essentials,WI,d_1860,2,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 1
Kitchen & Dining - 474 @ WI Store 1,Kitchen & Dining - 474,Kitchen & Dining,Home Essentials,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 1
Snacks and Dry Foods - 384 @ WI Store 2,Snacks and Dry Foods - 384,Snacks and Dry Foods,Food Items,WI,d_1860,1,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Toys & Games - 122 @ WI Store 3,Toys & Games - 122,Toys & Games,Leisure & Lifestyle,WI,d_1860,1,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 3
Cleaning Supplies - 312 @ WI Store 3,Cleaning Supplies - 312,Cleaning Supplies,Home Essentials,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 3
Cleaning Supplies - 003 @ WI Store 1,Cleaning Supplies - 003,Cleaning Supplies,Home Essentials,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 1
Snacks and Dry Foods - 095 @ WI Store 1,Snacks and Dry Foods - 095,Snacks and Dry Foods,Food Items,WI,d_1860,2,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 1
Toys & Games - 275 @ WI Store 1,Toys & Games - 275,Toys & Games,Leisure & Lifestyle,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 1
Cleaning Supplies - 501 @ WI Store 1,Cleaning Supplies - 501,Cleaning Supplies,Home Essentials,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 1
Meat and Produce - 574 @ WI Store 2,Meat and Produce - 574,Meat and Produce,Food Items,WI,d_1860,8,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 2
Cleaning Supplies - 383 @ WI Store 3,Cleaning Supplies - 383,Cleaning Supplies,Home Essentials,WI,d_1860,0,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 3
Cleaning Supplies - 429 @ WI Store 3,Cleaning Supplies - 429,Cleaning Supplies,Home Essentials,WI,d_1860,2,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 3
Meat and Produce - 330 @ WI Store 1,Meat and Produce - 330,Meat and Produce,Food Items,WI,d_1860,1,2016-03-02,,,12.1,0.02,0.0,Wisconsin,0,1,0,1,0,1,1,WI,WI Store 1
